"id","long","lat","order","hole","piece","group","ID_0","ISO","NAME_ENGLI","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOL","NAME_VARIA","NAME_NONLA","NAME_FRENC","NAME_SPANI","NAME_RUSSI","NAME_ARABI","NAME_CHINE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
"1",-4.36305618286127,54.4181938171387,1,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.36194610595692,54.3887481689453,2,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.38361215591431,54.3484725952148,3,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.38083314895624,54.325138092041,4,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.35805606842035,54.3106956481936,5,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.3125,54.302360534668,6,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.3063879013061,54.2954177856445,7,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.34138822555542,54.2695846557619,8,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.36860990524281,54.2423629760743,9,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.3680539131164,54.2329177856445,10,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.40250110626209,54.2126388549804,11,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.38638782501221,54.1954154968262,12,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.42972278594971,54.1681938171389,13,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.46694612503046,54.1648597717285,14,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.46472215652466,54.1429176330568,15,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.50139093399048,54.1268043518069,16,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.5236120223999,54.1262512207031,17,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.54416799545288,54.1043052673342,18,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.59527683258057,54.094306945801,19,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.62361192703241,54.0679168701174,20,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.64805507659912,54.075695037842,21,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.66416597366327,54.062084197998,22,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.6991667747497,54.084861755371,23,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.72583293914789,54.0845832824707,24,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.75861215591425,54.0595817565917,25,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.77972316741938,54.0551376342775,26,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.79416608810425,54.0681953430176,27,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.77083492279047,54.0854148864748,28,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.78138923645014,54.0931930541993,29,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.75194501876831,54.1093063354494,30,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.73194599151611,54.1376380920412,31,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.73861217498774,54.175693511963,32,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.72250080108643,54.1848602294922,33,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.70972204208374,54.221248626709,34,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.66360998153681,54.2351379394532,35,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.61138916015625,54.2695846557619,36,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.57972192764277,54.3140258789065,37,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.5575008392334,54.3354148864746,38,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.5508341789245,54.3548622131348,39,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.5291662216186,54.3723602294922,40,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.48472309112549,54.3918037414552,41,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-4.36305618286127,54.4181938171387,42,FALSE,"1","1.1","110","IMN","Isle of Man","ISLE OF MAN","Isle of Man","Isle of Man",NA,"Man",NA,"Île de Man","Isla Man",NA,NA,NA,NA,NA,"United Kingdom","IM",NA,"IM",833,"1765","Present",80000,572,139.86013986,"Western Europe","Europe",2,0,0,0,NA,"High income: nonOECD","Debt not classified",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
